rank,school,grades,district,number_of_students,student_teacher_ratio,2017_rank,rank_change,fulltime_teachers,free_disc_lunch,avg_test_score,white,black,hispanic,asian,american_indian,pacific_islander,biracial,expected_test_score
1,Cascadia Elementary,K-5,Seattle School District,754,20.8,1,NA,36,0.039,0.986,0.684,0.005,0.028999999999999998,0.129,0,0.001,0.151,0.8380951697437756
2,Cedar Wood Elementary,"PK, KG-5",Everett School District,719,20,10,8,36,0.096,0.986,0.488,0.019,0.085,0.32299999999999995,0.001,0.003,0.081,0.8708424624962086
3,Medina Elementary School,"PK, KG-5",Bellevue School District,543,20.2,5,2,27,0.017,0.982,0.387,0.002,0.040999999999999995,0.488,0,0,0.083,0.9294400365921583
4,Explorer Community School,1-5,Lake Washington School District,72,19.8,3,1,4,0,0.98,0.486,0,0.042,0.431,0,0,0.042,0.9284807713302418
5,Sunrise Elementary,"PK, KG-5",Northshore School District,418,18.7,9,4,22,0.024,0.9790000000000001,0.624,0.01,0.045,0.23,0,0,0.091,0.8772141169137532
6,Capt Johnston Blakely Elementary School,K-4,Bainbridge Island School District,342,17.2,4,2,20,0.047,0.978,0.848,0.003,0.032,0.02,0.015,0,0.08199999999999999,0.812793000051913
7,Rosa Parks Elementary,K-5,Lake Washington School District,649,19,15,8,34,0.02,0.975,0.361,0.018000000000000002,0.063,0.496,0.005,0,0.057,0.9282586560788878
8,Somerset Elementary School,K-5,Bellevue School District,722,19.5,7,1,37,0.051,0.975,0.184,0.006999999999999999,0.03,0.705,0,0,0.073,0.9516149693015152
9,Smith Elementary,K-5,Lake Washington School District,636,18.6,14,5,34,0.017,0.973,0.354,0.003,0.049,0.527,0.002,0,0.066,0.9353535686679498
10,Lakeridge Elementary School,K-5,Mercer Island School District,484,18.9,21,11,26,0.012,0.972,0.684,0.006,0.048,0.153,0.002,0,0.107,0.8588481983503765
11,Alcott Elementary,K-5,Lake Washington School District,803,20,13,2,40,0.044000000000000004,0.972,0.305,0.009000000000000001,0.042,0.6,0.001,0.001,0.040999999999999995,0.9423346566825196
12,McDonald International School,K-5,Seattle School District,457,17.8,84,72,26,0.039,0.972,0.6459999999999999,0.004,0.127,0.039,0,0,0.184,0.7782315755384794
13,Discovery School,K-5,Lake Washington School District,72,16.7,38,25,4,0.042,0.971,0.597,0,0.042,0.278,0,0,0.083,0.886304716646904
14,Blackwell Elementary,K-5,Lake Washington School District,535,17.1,16,2,31,0.021,0.97,0.495,0.006,0.067,0.37799999999999995,0,0,0.054000000000000006,0.9109263491737428
15,Mcauliffe Elementary,K-5,Lake Washington School District,533,17.4,20,5,31,0.032,0.97,0.542,0.011000000000000001,0.071,0.311,0,0.002,0.062,0.8927626308477074
16,Bear Creek Elementary,"PK, KG-5",Northshore School District,446,18.7,23,7,24,0.052000000000000005,0.968,0.617,0.004,0.063,0.233,0,0,0.083,0.8688514848087087
17,Discovery Elementary,"PK, KG-5",Issaquah School District,586,18.6,12,5,31,0.009000000000000001,0.9670000000000001,0.35200000000000004,0.01,0.07,0.503,0,0,0.065,0.9310091535966
18,Cherry Crest Elementary School,"PK, KG-5",Bellevue School District,564,18.8,6,12,30,0.027000000000000003,0.9670000000000001,0.35600000000000004,0.009000000000000001,0.03,0.532,0,0,0.073,0.935008020929194
19,Spiritridge Elementary School,K-5,Bellevue School District,674,19.9,24,5,34,0.086,0.965,0.332,0.021,0.059000000000000004,0.493,0,0,0.095,0.9110416719116542
20,Wilder Elementary,K-5,Lake Washington School District,609,18.9,11,9,32,0.02,0.9640000000000001,0.488,0.011000000000000001,0.07200000000000001,0.374,0.002,0,0.053,0.9090778509152778
21,Mill Creek Elementary,"PK, KG-5",Everett School District,676,20.2,54,33,33,0.11699999999999999,0.961,0.574,0.033,0.107,0.201,0,0.003,0.083,0.8222734842060649
22,Carson Elementary,"PK, KG-5",Lake Washington School District,457,18.4,51,29,25,0.024,0.961,0.5670000000000001,0.015,0.057,0.289,0,0,0.07200000000000001,0.8906747048010037
23,Capt. Charles Wilkes Elementary School,"PK, KG-4",Bainbridge Island School District,394,17.1,37,14,23,0.038,0.9590000000000001,0.853,0.003,0.055999999999999994,0.02,0,0,0.069,0.817606695079163
24,Mead Elementary,K-5,Lake Washington School District,629,19.4,19,5,32,0.03,0.956,0.5710000000000001,0.008,0.06,0.28300000000000003,0.002,0,0.076,0.8874853362275629
25,Cascade Ridge Elementary,K-5,Issaquah School District,544,17.4,29,4,31,0.006,0.956,0.45799999999999996,0.009000000000000001,0.053,0.381,0,0,0.099,0.9105979003965543
26,Rockwell Elementary,K-5,Lake Washington School District,631,19.7,17,9,32,0.035,0.9540000000000001,0.423,0.008,0.052000000000000005,0.441,0,0,0.076,0.9176226712713689
27,Fairmount Park Elementary School,"PK, KG-5",Seattle School District,522,18.5,35,8,28,0.138,0.953,0.64,0.055999999999999994,0.096,0.05,0.002,0.002,0.155,0.7346364673441816
28,Audubon Elementary,K-5,Lake Washington School District,594,19,31,3,31,0.034,0.953,0.392,0.006999999999999999,0.055999999999999994,0.49200000000000005,0,0,0.054000000000000006,0.9278597717254635
29,Bennett Elementary School,"PK, KG-5",Bellevue School District,418,16.5,40,11,25,0.065,0.95,0.507,0.031,0.06,0.321,0,0,0.081,0.8822392966170544
30,CAM Academy,3-12,Battle Ground School District,555,27.7,50,20,20,0.159,0.9490000000000001,0.8809999999999999,0,0.047,0.025,0,0,0.047,0.7742698957777393
31,Redmond Elementary,K-5,Lake Washington School District,723,16.1,62,31,45,0.147,0.948,0.299,0.024,0.113,0.479,0.001,0,0.084,0.8869163069980412
32,Cougar Ridge Elementary,K-5,Issaquah School District,577,18.1,34,2,32,0.016,0.946,0.47700000000000004,0.006999999999999999,0.052000000000000005,0.385,0.003,0,0.076,0.9119117582898206
33,Wedgwood Elementary School,K-5,Seattle School District,475,17.5,61,28,27,0.099,0.9440000000000001,0.56,0.023,0.09699999999999999,0.131,0,0,0.18899999999999997,0.7861317909206058
34,Hutton Elementary,"PK, KG-6",Spokane Public Schools,557,20.1,36,2,28,0.18899999999999997,0.9440000000000001,0.8240000000000001,0.023,0.057,0.013999999999999999,0.002,0,0.079,0.7358962693540848
35,West Mercer Elementary,K-5,Mercer Island School District,517,17.4,26,9,30,0.052000000000000005,0.9440000000000001,0.524,0.008,0.07200000000000001,0.261,0,0,0.135,0.8645662701202295
36,McGilvra Elementary School,K-5,Seattle School District,282,16.1,73,37,17,0.08900000000000001,0.943,0.6559999999999999,0.064,0.046,0.099,0,0,0.135,0.7950733355507598
37,Mann Elementary,K-5,Lake Washington School District,483,17.1,56,19,28,0.039,0.943,0.561,0.017,0.07,0.271,0.002,0,0.079,0.8788541130304617
38,Grass Valley Elementary,K-5,Camas School District,580,19.9,49,11,29,0.129,0.9420000000000001,0.7090000000000001,0.016,0.08800000000000001,0.095,0.002,0.005,0.086,0.7879211954166698
39,Endeavour Elementary School,K-5,Issaquah School District,672,17.9,53,14,37,0.07400000000000001,0.94,0.504,0.003,0.068,0.348,0.001,0,0.07400000000000001,0.8893680292162158
40,Dorothy Fox,K-5,Camas School District,471,18.3,41,1,26,0.102,0.94,0.722,0.013000000000000001,0.07400000000000001,0.081,0.006,0,0.10400000000000001,0.7947389027828309
41,Lockwood Elementary,"PK, KG-5",Northshore School District,638,19.2,86,45,33,0.075,0.9390000000000001,0.625,0.022000000000000002,0.092,0.154,0.005,0.002,0.1,0.8248521431749822
42,Shelton View Elementary,"PK, KG-5",Northshore School District,530,19.9,22,20,27,0.113,0.9390000000000001,0.485,0.019,0.083,0.304,0.002,0.006,0.102,0.8566591288956085
43,Catharine Blaine K-8 School,K-8,Seattle School District,770,20.7,80,37,37,0.075,0.9390000000000001,0.736,0.021,0.06,0.043,0.005,0.004,0.131,0.7872025251157132
44,Emerald Hills Elementary,K-5,Sumner School District,446,16.2,48,4,28,0.278,0.938,0.733,0.011000000000000001,0.105,0.027000000000000003,0.011000000000000001,0,0.11199999999999999,0.6668508462253774
45,Island Park Elementary,K-5,Mercer Island School District,388,15.9,30,15,24,0.018000000000000002,0.938,0.644,0.01,0.052000000000000005,0.17,0,0,0.124,0.8571451740823215
46,Brookside Elementary,K-6,Shoreline School District,501,19.7,64,18,25,0.146,0.938,0.629,0.032,0.11,0.076,0.002,0.002,0.15,0.745686479993866
47,Maplewood Parent Coop,K-8,Edmonds School District,450,20.5,8,39,22,0.064,0.934,0.722,0.053,0.053,0.08,0,0.002,0.08900000000000001,0.8104810698229805
48,John Stanford International School,K-5,Seattle School District,431,18.2,33,15,24,0.07400000000000001,0.9329999999999999,0.501,0.012,0.158,0.128,0.009000000000000001,0,0.193,0.7806722107006255
49,Thurgood Marshall Elementary,"PK, KG-5",Seattle School District,549,16,69,20,34,0.297,0.9309999999999999,0.43200000000000005,0.18600000000000003,0.073,0.151,0.004,0,0.155,0.6559462306518712
50,Fernwood Elementary,"PK, KG-5",Northshore School District,942,19.9,82,32,47,0.07400000000000001,0.93,0.442,0.017,0.07400000000000001,0.395,0.001,0.002,0.069,0.8969618420412326
51,Lawton Elementary School,K-5,Seattle School District,443,17.8,32,19,25,0.079,0.929,0.679,0.027000000000000003,0.065,0.065,0.006999999999999999,0.002,0.153,0.7845490788818081
52,Bryant Elementary School,K-5,Seattle School District,595,19.6,27,25,30,0.052000000000000005,0.9279999999999999,0.736,0.01,0.052000000000000005,0.064,0.005,0,0.133,0.8096716762329348
53,Dieringer Heights Elementary,4-5,Dieringer School District,494,17.1,25,28,29,0.11699999999999999,0.9279999999999999,0.745,0.022000000000000002,0.077,0.069,0.004,0,0.083,0.786426925432865
54,Loyal Heights Elementary School,K-5,Seattle School District,411,19,39,15,22,0.063,0.9279999999999999,0.7759999999999999,0.019,0.066,0.032,0,0,0.107,0.7958403274522156
55,Frantz Coe Elementary School,K-5,Seattle School District,560,18.3,47,8,30,0.098,0.927,0.7390000000000001,0.025,0.08900000000000001,0.032,0.002,0.002,0.111,0.770256643361417
56,Thoreau Elementary,K-5,Lake Washington School District,426,16.4,70,14,26,0.146,0.927,0.622,0.012,0.099,0.15,0.005,0,0.113,0.7921118918911927
57,Lowell,K-5,Tacoma Public Schools,442,19.2,107,50,23,0.18100000000000002,0.9259999999999999,0.7290000000000001,0.048,0.106,0.023,0.002,0.006999999999999999,0.086,0.718365411809631
58,Leonard M Jennings Elementary,K-6,Colfax School District,308,17.2,60,2,18,0.325,0.9259999999999999,0.877,0,0.045,0.003,0.006,0,0.068,0.6671196153683736
59,Creekside Elementary,K-5,Issaquah School District,718,19,77,18,38,0.017,0.9229999999999999,0.588,0.006999999999999999,0.061,0.272,0,0.001,0.071,0.8895052011093745
60,Grand Ridge Elementary,K-5,Issaquah School District,770,19.4,58,2,39,0.042,0.9229999999999999,0.486,0.027000000000000003,0.053,0.33899999999999997,0,0,0.095,0.8919516908156797
61,Sawyer Woods Elementary School,"PK, KG-6",Kent School District,461,18.8,93,32,24,0.217,0.9229999999999999,0.7090000000000001,0.015,0.085,0.052000000000000005,0.002,0.004,0.132,0.7140932253996236
62,Forest View Elementary School,"PK, KG-5",Everett School District,722,20.5,43,19,35,0.076,0.9209999999999999,0.573,0.021,0.075,0.252,0.003,0,0.076,0.8616862019682605
63,John Hay Elementary School,K-5,Seattle School District,499,16.3,78,15,31,0.124,0.92,0.557,0.038,0.086,0.158,0,0,0.16,0.7906505259154537
64,Wilson Elementary,"PK, KG-6",Spokane Public Schools,364,18.6,68,4,20,0.17600000000000002,0.919,0.799,0.005,0.052000000000000005,0.016,0.005,0,0.121,0.7368556513574012
65,View Ridge Elementary School,"PK, KG-5",Seattle School District,571,18.1,45,20,32,0.084,0.919,0.618,0.023,0.061,0.147,0.009000000000000001,0,0.142,0.8159018459635147
66,Sandburg Elementary,"PK, KG-5",Lake Washington School District,457,18,44,22,25,0.061,0.9179999999999999,0.777,0,0.077,0.068,0,0,0.079,0.8175754286859277
67,East Ridge Elementary,"PK, KG-5",Northshore School District,327,20.4,57,10,16,0.04,0.9159999999999999,0.7979999999999999,0,0.061,0.067,0,0,0.073,0.8299052176462911
68,Emerald Heights Elementary,"PK, KG-5",Central Kitsap School District,454,16.4,117,49,28,0.196,0.915,0.601,0.02,0.13699999999999998,0.062,0,0.018000000000000002,0.163,0.6997945258082905
69,Lakeland Hills Elementary,K-5,Auburn School District,725,18.4,67,2,39,0.225,0.915,0.49,0.054000000000000006,0.19399999999999998,0.121,0.01,0.003,0.128,0.6937211696438905
70,Timber Ridge Elementary School,K-5,Snoqualmie Valley School District,598,18.6,NA,(n/a),32,0.018000000000000002,0.915,0.7020000000000001,0.002,0.067,0.134,0,0.002,0.094,0.8515291918564453
71,Meridian Park Elementary School,K-6,Shoreline School District,608,18.2,89,18,33,0.304,0.915,0.48,0.076,0.11699999999999999,0.20600000000000002,0.002,0.002,0.11800000000000001,0.7111971588163676
72,Newcastle Elementary School,K-5,Issaquah School District,621,18.5,92,20,34,0.042,0.915,0.449,0.018000000000000002,0.076,0.314,0,0,0.14300000000000002,0.8768554501402843
73,Snoqualmie Elementary,"PK, KG-5",Snoqualmie Valley School District,607,17.6,97,24,34,0.155,0.909,0.731,0.018000000000000002,0.1,0.066,0.002,0,0.08199999999999999,0.7628330103207889
74,Northwood Elementary School,K-5,Mercer Island School District,477,17.2,NA,(n/a),28,0.05,0.909,0.591,0.013000000000000001,0.057,0.239,0,0,0.10099999999999999,0.8675151708704145
75,Briarwood Elementary,K-5,Issaquah School District,682,17,121,46,40,0.12,0.909,0.589,0.015,0.078,0.221,0.001,0.006,0.08900000000000001,0.8347891780129874
76,Rush Elementary,"PK, KG-5",Lake Washington School District,603,18.2,75,1,33,0.071,0.909,0.405,0.015,0.066,0.45299999999999996,0,0.002,0.06,0.9113204627885931
77,Sunny Hills Elementary,K-5,Issaquah School District,639,18.4,55,22,35,0.044000000000000004,0.9079999999999999,0.491,0.009000000000000001,0.059000000000000004,0.344,0.002,0.006,0.08800000000000001,0.8939139905176131
78,Montlake Elementary School,K-5,Seattle School District,264,17.1,66,12,15,0.061,0.907,0.674,0.045,0.038,0.087,0,0,0.155,0.804504530387251
79,Penny Creek Elementary,"PK, KG-5",Everett School District,752,22.3,138,59,34,0.24100000000000002,0.905,0.5770000000000001,0.039,0.11199999999999999,0.18100000000000002,0.004,0.004,0.084,0.7551543825819736
80,Lakeview Elementary,K-5,Lake Washington School District,556,18.2,106,26,30,0.131,0.905,0.633,0.02,0.11900000000000001,0.126,0.006999999999999999,0.002,0.094,0.7869430086710547
81,West Woodland Elementary School,K-5,Seattle School District,545,17.5,71,10,31,0.061,0.904,0.747,0.022000000000000002,0.059000000000000004,0.05,0,0,0.12300000000000001,0.8003508310101308
82,Moran Prairie Elementary,"PK, KG-6",Spokane Public Schools,527,18.5,95,13,28,0.188,0.904,0.8270000000000001,0.025,0.053,0.027999999999999997,0,0,0.066,0.7471634450457485
83,Franklin Elementary,K-5,Lake Washington School District,486,18.1,100,17,27,0.07400000000000001,0.904,0.523,0.008,0.09300000000000001,0.294,0,0,0.08199999999999999,0.8714770790330206
84,Fishers Landing Elementary School,"PK, KG-5",Evergreen School District (Clark),662,16.9,52,32,39,0.163,0.903,0.615,0.024,0.08800000000000001,0.16899999999999998,0.002,0.002,0.10099999999999999,0.7942931543164936
85,North Beach Elementary School,"PK, KG-5",Seattle School District,328,18.2,63,22,18,0.076,0.903,0.735,0.012,0.064,0.04,0,0,0.149,0.7846335895889718
86,Clyde Hill Elementary,"PK, KG-5",Bellevue School District,666,22.4,46,40,30,0.045,0.903,0.41100000000000003,0.008,0.055999999999999994,0.434,0.002,0,0.09,0.9120940967426918
87,Melvin G Syre Elementary,K-6,Shoreline School District,520,19.2,90,3,27,0.14400000000000002,0.902,0.669,0.031,0.10800000000000001,0.055999999999999994,0.002,0,0.135,0.7441812714413474
88,Hazel Wolf K-8,K-8,Seattle School District,711,17.9,99,11,40,0.207,0.902,0.6809999999999999,0.076,0.096,0.052000000000000005,0.006,0.006,0.084,0.7110034835425012
89,Kent Mountain View Academy,K-12,Kent School District,304,17.4,134,45,17,0.22,0.9009999999999999,0.47,0.076,0.122,0.201,0.003,0.006999999999999999,0.122,0.7494349065664251
90,Twain Elementary,K-5,Lake Washington School District,580,15.6,127,37,37,0.16,0.9,0.5760000000000001,0.017,0.133,0.16899999999999998,0.005,0,0.1,0.7858923507491139
91,Kirk Elementary,K-5,Lake Washington School District,549,18.8,18,73,29,0.047,0.898,0.73,0.016,0.053,0.102,0.004,0,0.095,0.8309449312825382
92,Daniel Bagley Elementary School,K-5,Seattle School District,427,15.4,118,26,28,0.127,0.898,0.679,0.042,0.059000000000000004,0.11,0,0,0.11,0.7904892101165727
93,Eagle Rock Multiage School,K-5,Riverview School District,66,22,230,137,3,0.046,0.895,0.97,0,0.03,0,0,0,0,0.8293820561270595
94,Voyager Elementary,K-5,Peninsula School District,563,18.6,72,22,30,0.149,0.895,0.79,0.011000000000000001,0.092,0.013999999999999999,0.006999999999999999,0.002,0.083,0.7468730092917183
95,Fall City Elementary,K-5,Snoqualmie Valley School District,586,19.3,98,3,30,0.08900000000000001,0.894,0.809,0,0.067,0.07,0,0,0.055,0.814520441808169
96,Newport Heights Elementary,K-5,Bellevue School District,621,16.7,137,41,37,0.19699999999999998,0.894,0.41200000000000003,0.047,0.069,0.354,0,0.005,0.113,0.8367175698713403
97,Orchard Elementary,"PK, KG-5",Richland School District,671,19,NA,(n/a),35,0.18899999999999997,0.892,0.708,0.019,0.136,0.073,0,0.001,0.063,0.7440523068189112
98,Silver Firs Elementary,"PK, KG-5",Everett School District,498,21,237,139,24,0.183,0.889,0.594,0.032,0.145,0.13699999999999998,0.006,0.008,0.078,0.7590056075427873
99,Cottonwood Elementary,K-5,Kennewick School District,711,20.8,79,20,34,0,0.888,0.866,0.008,0.076,0.01,0,0.003,0.037000000000000005,0.8300638101691982
100,Centennial Elementary Olympia,"PK, KG-5",Olympia School District,525,20.1,122,22,26,0.149,0.888,0.629,0.023,0.091,0.13,0.002,0.004,0.122,0.7801367959804953
101,Totem Falls,K-6,Snohomish School District,447,17.9,94,7,25,0.096,0.888,0.812,0.016,0.057999999999999996,0.065,0.009000000000000001,0.002,0.038,0.8095014423269105
102,Cascade View Elementary School,K-5,Snoqualmie Valley School District,621,22.3,83,19,28,0.028999999999999998,0.882,0.807,0,0.053,0.066,0,0,0.07400000000000001,0.8354400921917297
103,Pioneer Elementary School,"PK, KG-5",Olympia School District,517,17.7,136,33,29,0.19,0.8809999999999999,0.7759999999999999,0.015,0.07,0.054000000000000006,0.002,0.002,0.081,0.7496927947435945
104,Midway Elementary,K-6,Mead School District,599,21.5,108,4,28,0.162,0.88,0.871,0.003,0.063,0.006999999999999999,0.002,0,0.053,0.758244101008219
105,Wellington Elementary,K-5,Northshore School District,527,19.8,76,29,26,0.076,0.879,0.7190000000000001,0.009000000000000001,0.057,0.131,0.004,0,0.08,0.832559706367417
106,Prairie View Elementary,K-5,Mead School District,762,20.4,172,66,37,0.122,0.878,0.8490000000000001,0.013000000000000001,0.033,0.005,0,0,0.1,0.7704864343335098
107,Genesee Hill Elementary,K-5,Seattle School District,691,19.3,91,16,36,0.09699999999999999,0.877,0.7709999999999999,0.019,0.048,0.025,0.003,0,0.135,0.7746819953274227
108,Helen Baller Elementary,K-5,Camas School District,608,17.9,131,23,34,0.17300000000000001,0.877,0.7709999999999999,0.005,0.08199999999999999,0.044000000000000004,0.01,0,0.087,0.7500218898488782
109,Woodburn Elementary,"PK, KG-5",Camas School District,481,14.8,148,39,32,0.272,0.875,0.767,0.002,0.10800000000000001,0.035,0,0,0.087,0.6880406957439857
110,Brownsville Elementary,K-5,Central Kitsap School District,432,17.6,157,47,24,0.243,0.8740000000000001,0.6459999999999999,0.016,0.08800000000000001,0.023,0,0.009000000000000001,0.218,0.6554385048682183
111,Mountain Meadow Elementary,"PK, KG-5",White River School District,508,21,354,243,24,0.26,0.873,0.8029999999999999,0.013999999999999999,0.096,0.01,0.006,0,0.071,0.6869155806776498
112,Franklin Elementary,K-5,Pullman School District,465,19.8,153,41,23,0.415,0.873,0.6970000000000001,0.024,0.08800000000000001,0.12,0.004,0,0.067,0.6480595462324634
113,Glacier Park Elementary,"PK, KG-5",Tahoma School District,1005,22.9,59,54,44,0.09,0.873,0.716,0.019,0.10099999999999999,0.052000000000000005,0,0.011000000000000001,0.1,0.7808184076342649
114,Arrowhead Elementary,"PK, KG-5",Northshore School District,427,16.5,103,11,26,0.136,0.871,0.674,0.023,0.11,0.08900000000000001,0.002,0.002,0.098,0.7718145837878302
115,Fruitland Elementary,K-6,Puyallup School District,660,21.4,119,4,31,0.268,0.87,0.645,0.027000000000000003,0.114,0.045,0.006,0.015,0.147,0.658073399398963
116,White Bluffs Elementary School,"PK, KG-5",Richland School District,687,17.8,102,14,38,0.165,0.8690000000000001,0.7929999999999999,0.006,0.102,0.047,0.001,0,0.051,0.7621763944661158
117,Puesta del Sol Elementary School,"PK, KG-5",Bellevue School District,572,21.1,143,26,27,0.07200000000000001,0.8690000000000001,0.519,0.012,0.22399999999999998,0.122,0,0.002,0.121,0.7824592110064935
118,Thornton Creek Elementary School,"PK, KG-5",Seattle School District,464,15.6,365,247,30,0.06,0.867,0.731,0.013000000000000001,0.067,0.05,0.004,0.002,0.134,0.7969078127944222
119,Rock Creek Elementary,"PK, KG-5",Tahoma School District,1005,22.9,132,13,44,0.128,0.866,0.777,0.024,0.08199999999999999,0.026000000000000002,0.005,0.009000000000000001,0.078,0.7619804256163981
120,Apollo Elementary,"PK, KG-5",Issaquah School District,669,17.3,162,42,39,0.161,0.866,0.45299999999999996,0.018000000000000002,0.124,0.306,0,0,0.099,0.8343415898627206
121,Maple Hills Elementary,K-5,Issaquah School District,422,17.9,303,182,23,0.1,0.865,0.77,0.024,0.071,0.012,0.005,0.002,0.11599999999999999,0.764483329770949
122,Nooksack Elementary,"PK, KG-5",Nooksack Valley School District,367,17.1,126,4,21,0.531,0.863,0.597,0.003,0.332,0.005,0.008,0.003,0.052000000000000005,0.43083330276575255
123,Whittier Elementary School,K-5,Seattle School District,477,19.2,164,41,25,0.078,0.862,0.7859999999999999,0.021,0.042,0.048,0.002,0,0.10099999999999999,0.8011984984189833
124,Challenger Elementary,K-5,Issaquah School District,576,16.9,156,32,34,0.05,0.862,0.484,0.006999999999999999,0.09,0.318,0,0,0.10099999999999999,0.8817156835159681
125,Evergreen Primary,"PK, KG-4",University Place School District,529,17,177,52,31,0.37799999999999995,0.86,0.406,0.076,0.174,0.098,0,0.011000000000000001,0.23399999999999999,0.5476432881707929
126,Moorlands Elementary,"PK, KG-5",Northshore School District,792,19,105,21,42,0.083,0.8590000000000001,0.684,0.016,0.09,0.135,0.001,0,0.073,0.8244584004781563
127,Greenwood Elementary School,"PK, KG-5",Seattle School District,361,19.2,113,14,19,0.155,0.858,0.6759999999999999,0.055,0.105,0.039,0.008,0.003,0.114,0.7282815538568331
128,Sherman,K-5,Tacoma Public Schools,425,19.2,197,69,22,0.209,0.8540000000000001,0.769,0.047,0.085,0.019,0.002,0,0.078,0.7121771446356043
129,Felida Elementary School,K-5,Vancouver Public Schools,694,18.5,123,6,37,0.138,0.8540000000000001,0.78,0.012,0.091,0.042,0.001,0.003,0.07200000000000001,0.7685042713312491
130,Sunset Elementary,"PK, KG-5",Issaquah School District,636,18.9,74,56,34,0.07400000000000001,0.8540000000000001,0.612,0.019,0.07200000000000001,0.201,0.002,0.006,0.08800000000000001,0.8462872667587541
131,Highland Elementary,"PK, KG-5",Lake Stevens School District,667,21.2,158,27,31,0.21600000000000003,0.853,0.787,0.015,0.09699999999999999,0.021,0.006,0.001,0.07200000000000001,0.7153464467389287
132,Cascade K-8 Community School,K-8,Shoreline School District,202,19.4,203,71,10,0.218,0.852,0.653,0.035,0.14400000000000002,0.07400000000000001,0.005,0,0.08900000000000001,0.7128416427953039
133,Artondale Elementary School,"PK, KG-5",Peninsula School District,475,16,151,18,30,0.156,0.852,0.794,0.004,0.09699999999999999,0.008,0.004,0.002,0.091,0.7401883846540602
134,Eastgate Elementary School,"PK, KG-5",Bellevue School District,447,17.2,111,23,26,0.145,0.851,0.42700000000000005,0.02,0.069,0.35600000000000004,0.004,0,0.12300000000000001,0.8587634208574763
135,Whittier Elementary,"PK, KG-5",Everett School District,496,19.2,189,54,26,0.419,0.85,0.665,0.05,0.129,0.044000000000000004,0.01,0,0.10099999999999999,0.5674709076144427
136,Liberty Lake Elementary,3-5,Central Valley School District,672,20.7,120,16,32,0.185,0.8490000000000001,0.866,0.01,0.061,0.024,0.004,0.006,0.027999999999999997,0.7568979472359889
137,Edmonds Elementary,K-6,Edmonds School District,364,19,291,154,19,0.19,0.8490000000000001,0.6920000000000001,0.049,0.09300000000000001,0.040999999999999995,0.011000000000000001,0,0.113,0.7155424573907757
138,Maywood Hills Elementary,"PK, KG-5",Northshore School District,689,18.1,133,5,38,0.203,0.8490000000000001,0.614,0.016,0.128,0.12,0.001,0.001,0.11900000000000001,0.7427907571265703
139,Sunrise Elementary School,"PK, KG-6",Kent School District,628,19.6,150,11,32,0.34700000000000003,0.8490000000000001,0.311,0.094,0.127,0.331,0,0.013000000000000001,0.124,0.7291062419593914
140,Little Cedars Elementary School,K-6,Snohomish School District,708,19.8,174,34,36,0.114,0.848,0.723,0.013000000000000001,0.09300000000000001,0.1,0.008,0.001,0.061,0.801015679118788
141,Sunrise Elementary,"PK, KG-5",Central Valley School District,558,18.6,236,95,30,0.17,0.848,0.875,0.013000000000000001,0.057,0.016,0.006999999999999999,0,0.032,0.7614323224315612
142,Hamilton Elementary,"PK, KG-6",Port Angeles School District,387,18.1,256,114,21,0.561,0.846,0.7290000000000001,0.008,0.10300000000000001,0.018000000000000002,0.031,0,0.111,0.47179127494006845
143,Washington Elementary,K-5,Tacoma Public Schools,473,19.6,184,41,24,0.207,0.846,0.71,0.047,0.106,0.034,0,0.002,0.10099999999999999,0.7063445919038527
144,Apple Valley Elementary,K-4,West Valley School District (Yakima),336,17.2,65,79,19,0.35700000000000004,0.846,0.6459999999999999,0.012,0.268,0.033,0.009000000000000001,0,0.033,0.5916005620171029
145,Queen Anne Elementary,K-5,Seattle School District,418,18.7,217,72,22,0.07400000000000001,0.845,0.708,0.024,0.062,0.057,0,0,0.14800000000000002,0.7892151408040587
146,Kokanee Elementary,K-5,Northshore School District,759,17.6,109,37,43,0.08800000000000001,0.8440000000000001,0.439,0.021,0.079,0.374,0.005,0.006999999999999999,0.075,0.8853474273305961
147,St John Elementary,K-5,St. John School District,69,8.9,228,81,8,0.391,0.843,0.855,0,0.10099999999999999,0,0,0,0.043,0.6158374052037937
148,Keller Elementary,K-5,Lake Washington School District,395,15,211,63,26,0.20800000000000002,0.843,0.5539999999999999,0.035,0.147,0.11900000000000001,0.005,0.005,0.134,0.7216815716691272
149,Discovery Elementary School,K-5,Peninsula School District,478,18.1,200,51,26,0.228,0.841,0.799,0.015,0.073,0.019,0.004,0,0.09,0.7108807648283907
150,Prune Hill Elementary,K-5,Camas School District,517,18.4,135,15,28,0.124,0.84,0.667,0.002,0.09699999999999999,0.126,0.004,0.004,0.10099999999999999,0.798484089018294
151,Enatai Elementary School,"PK, KG-5",Bellevue School District,592,19,141,10,31,0.166,0.84,0.45299999999999996,0.032,0.105,0.299,0,0.003,0.10800000000000001,0.8288319498990051
152,Grass Lake Elementary School,K-6,Kent School District,407,17.3,101,51,23,0.268,0.8390000000000001,0.693,0.028999999999999998,0.162,0.037000000000000005,0.002,0.002,0.07400000000000001,0.6676612441178746
153,Juanita Elementary,"PK, KG-5",Lake Washington School District,404,15.5,178,25,26,0.267,0.8390000000000001,0.505,0.035,0.18600000000000003,0.129,0,0,0.146,0.6804211382788583
