rank,school,grades,district,number_of_students,student_teacher_ratio,2017_rank,rank_change,fulltime_teachers,free_disc_lunch,avg_test_score,white,black,hispanic,asian,american_indian,pacific_islander,biracial,expected_test_score
797,Spanaway Elementary,K-5,Bethel School District,361,15,780,17,24,0.759,0.278,0.413,0.086,0.205,0.022000000000000002,0.013999999999999999,0.03,0.23,0.2475355022094869
798,Washington Elementary School,K-5,Mount Vernon School District,414,14.1,781,17,29,0.7829999999999999,0.27699999999999997,0.326,0.002,0.63,0.013999999999999999,0.002,0.002,0.022000000000000002,0.20791539214779112
799,Harry S Truman Elementary School,K-5,Vancouver Public Schools,575,16.8,763,36,34,0.6,0.276,0.537,0.047,0.23,0.043,0.002,0.033,0.10800000000000001,0.39743587261424507
800,Butler Acres Elementary,K-5,Kelso School District,390,19.2,445,355,20,0.541,0.275,0.8029999999999999,0,0.12300000000000001,0.008,0.01,0.01,0.046,0.5040106240970643
801,Minnehaha Elementary School,K-5,Vancouver Public Schools,544,16.6,894,93,33,0.583,0.275,0.64,0.026000000000000002,0.213,0.026000000000000002,0.002,0.027999999999999997,0.066,0.43110149239667606
802,Pioneer Elementary School,"PK, KG-5",Evergreen School District (Clark),715,17.4,634,168,41,0.525,0.27399999999999997,0.541,0.027999999999999997,0.31,0.049,0.001,0.017,0.053,0.4539893282604228
803,Mossyrock Elementary School,K-6,Mossyrock School District,310,17.7,774,29,17,0.7,0.273,0.665,0.01,0.3,0.003,0.016,0.006,0,0.34484414659215307
804,Fircrest Elementary School,"PK, KG-5",Evergreen School District (Clark),497,16.6,679,125,30,0.6579999999999999,0.273,0.588,0.016,0.231,0.048,0.006,0.046,0.064,0.38267579627534337
805,Lake Grove Elementary School,"PK, KG-5",Federal Way School District,422,17,832,27,25,0.846,0.272,0.223,0.126,0.348,0.05,0.012,0.066,0.175,0.1778237023682626
806,Parkway Elementary,K-6,Clarkston School District,349,16.7,952,146,21,0.728,0.271,0.8340000000000001,0.028999999999999998,0.08,0.009000000000000001,0.023,0,0.026000000000000002,0.3915376862099356
807,Sand Hill Elementary,K-5,North Mason School District,470,15.8,817,10,30,0.677,0.26899999999999996,0.674,0.004,0.221,0.006,0.011000000000000001,0.011000000000000001,0.07200000000000001,0.36475924782496
808,Grainger Elementary,K-5,Okanogan School District,482,18,827,19,27,0.637,0.268,0.531,0.004,0.33,0.002,0.077,0,0.055999999999999994,0.33702625025260285
809,Harrington Elementary School,K-6,Harrington School District,68,11.7,714,95,6,0.25,0.267,0.868,0,0.028999999999999998,0,0.028999999999999998,0,0.07400000000000001,0.7055852625138553
810,Lydia Hawk Elementary,K-5,North Thurston Public Schools,441,13.5,864,54,33,0.7190000000000001,0.267,0.36700000000000005,0.018000000000000002,0.385,0.068,0.006999999999999999,0.034,0.12,0.28838690026321906
811,Oakville Elementary,K-6,Oakville School District,108,10.8,866,55,10,0.5,0.266,0.491,0,0.16699999999999998,0,0.213,0.009000000000000001,0.12,0.4079187067067371
812,Lind Elementary School,"PK, KG-5",Lind School District,99,12.9,816,4,8,0.778,0.264,0.677,0,0.32299999999999995,0,0,0,0,0.30020023526263867
813,Rose Valley Elementary,K-5,Kelso School District,129,15.9,386,427,8,0.295,0.264,0.884,0.008,0.085,0,0.008,0.008,0.008,0.6848344811962152
814,Wilson Creek Elementary,K-6,Wilson Creek School District,75,12.2,NA,(n/a),6,0.547,0.263,0.7070000000000001,0,0.28,0,0,0,0.013000000000000001,0.456502568470945
815,John Newbery Elementary,K-5,Wenatchee School District,518,15.7,835,20,33,0.552,0.263,0.55,0,0.40299999999999997,0.01,0.004,0,0.033,0.4042302625417303
816,Columbia Heights Elementary,K-5,Longview Public Schools,379,18,812,4,21,0.499,0.262,0.807,0.003,0.079,0.005,0.013000000000000001,0,0.092,0.5312014032463445
817,Northgate Elementary School,"PK, KG-5",Seattle School District,281,12.1,842,25,23,0.754,0.261,0.185,0.231,0.37,0.08199999999999999,0.004,0.013999999999999999,0.114,0.2277572796827639
818,Willard Elementary,"PK, KG-6",Spokane Public Schools,575,15.7,749,69,37,0.7759999999999999,0.261,0.69,0.047,0.096,0.003,0.027999999999999997,0,0.136,0.30783271176520005
819,Peninsula Elementary,K-5,Moses Lake School District,464,19.3,919,100,24,0.647,0.259,0.496,0.009000000000000001,0.45299999999999996,0.013000000000000001,0,0,0.03,0.32828279801803456
820,Olympic View Elementary,K-4,Oak Harbor School District,533,15.8,937,117,34,0.54,0.257,0.484,0.068,0.23600000000000002,0.049,0.002,0.011000000000000001,0.15,0.4228231482289195
821,Roxhill Elementary School,"PK, KG-5",Seattle School District,299,12.5,914,93,24,0.769,0.256,0.161,0.254,0.344,0.11699999999999999,0.006999999999999999,0.013000000000000001,0.10400000000000001,0.23703546413343912
822,Sierra Heights Elementary School,K-5,Renton School District,616,18,746,76,34,0.41600000000000004,0.253,0.32299999999999995,0.047,0.263,0.245,0.002,0.003,0.11699999999999999,0.6234651054271895
823,McMicken Heights Elementary,"PK, KG-6",Highline School District,554,17.7,960,137,31,0.765,0.252,0.17300000000000001,0.264,0.26,0.175,0,0.076,0.052000000000000005,0.2836429541449473
824,Lake Hills Elementary,"PK, KG-5",Bellevue School District,515,14.7,727,97,35,0.54,0.251,0.27399999999999997,0.035,0.406,0.20600000000000002,0.002,0.004,0.07400000000000001,0.4875976457565904
825,Eagleridge Elementary,K-5,Ferndale School District,507,18.3,968,143,28,0.5660000000000001,0.25,0.45399999999999996,0.004,0.191,0.016,0.217,0,0.11800000000000001,0.36621508787457907
826,Dry Creek Elementary,K-6,Port Angeles School District,370,15.2,788,38,24,0.6809999999999999,0.25,0.565,0,0.057,0.003,0.205,0,0.17,0.32278546463061525
827,Campbell Hill Elementary School,K-5,Renton School District,482,14.7,810,17,33,0.7759999999999999,0.248,0.073,0.353,0.218,0.243,0.012,0.017,0.085,0.29804036486604985
828,Cedar Valley Community School,K-6,Edmonds School District,469,16.8,883,55,28,0.789,0.248,0.217,0.09,0.5329999999999999,0.087,0.006,0.002,0.064,0.22281920224685406
829,Hilltop Elementary,"PK, KG-6",Highline School District,613,19.4,824,5,32,0.821,0.247,0.08800000000000001,0.09300000000000001,0.532,0.17600000000000002,0.002,0.049,0.06,0.23096796833082778
830,Cascade Elementary School,K-5,Renton School District,548,15.9,910,80,34,0.6659999999999999,0.24600000000000002,0.203,0.15,0.29600000000000004,0.179,0.009000000000000001,0.022000000000000002,0.142,0.3548189806700887
831,Warden Elementary,"PK, KG-5",Warden School District,495,17.7,811,20,28,0.887,0.245,0.168,0.006,0.82,0,0,0,0.006,0.12904298618055765
832,White Center Heights Elementary,"PK, KG-6",Highline School District,626,18.9,753,79,33,0.7859999999999999,0.244,0.11699999999999999,0.26,0.294,0.254,0.018000000000000002,0.024,0.034,0.3149819240454765
833,Dower Elementary School,"PK, KG-5",Clover Park School District,292,16.2,726,107,18,0.86,0.244,0.25,0.182,0.26,0.040999999999999995,0.006999999999999999,0.055,0.205,0.1734199439646933
834,Hazel Valley Elementary,"PK, KG-6",Highline School District,696,17.7,873,39,39,0.823,0.242,0.138,0.095,0.51,0.142,0.017,0.032,0.066,0.22129972206232576
835,Bryant,"PK, KG-8",Tacoma Public Schools,478,18.5,523,312,26,0.395,0.242,0.596,0.109,0.105,0.028999999999999998,0.027000000000000003,0.021,0.113,0.5442295263534356
836,Fawcett,K-5,Tacoma Public Schools,446,16.7,916,80,27,0.682,0.24100000000000002,0.35200000000000004,0.10099999999999999,0.242,0.128,0.006999999999999999,0.018000000000000002,0.152,0.3533132575087844
837,Roosevelt Elementary School,"PK, KG-5",Bellingham School District,397,15.7,887,50,25,0.544,0.24100000000000002,0.597,0.015,0.292,0.025,0.013000000000000001,0,0.057999999999999996,0.4402700055934394
838,La Conner Elementary,K-5,La Conner School District,240,13.4,847,9,18,0.613,0.24,0.413,0,0.083,0.004,0.425,0,0.075,0.3138885819392845
839,Endeavour Intermediate,2-5,Fife Public Schools,583,16.8,789,50,35,0.546,0.24,0.434,0.048,0.233,0.07400000000000001,0.009000000000000001,0.057,0.146,0.422922503273753
840,Lakeview Hope Academy,"PK, KG-5",Clover Park School District,700,15.2,966,126,46,0.83,0.239,0.146,0.141,0.526,0.026000000000000002,0.003,0.059000000000000004,0.1,0.15548291497718927
841,Oakview Elementary School,4-6,Centralia School District,423,18.8,805,36,22,0.7709999999999999,0.239,0.61,0.006999999999999999,0.33799999999999997,0,0.005,0.005,0.035,0.28325619001572583
842,Carl Cozier Elementary School,"PK, KG-5",Bellingham School District,295,13.9,681,161,21,0.5760000000000001,0.239,0.664,0.031,0.149,0.034,0.02,0.027000000000000003,0.075,0.4519678374412208
843,Riverside Elementary,"PK, KG-5",Riverside School District,380,14.7,809,34,26,0.579,0.239,0.8759999999999999,0,0.053,0.008,0.026000000000000002,0,0.037000000000000005,0.5057523516165323
844,Discovery Elementary,K-5,Mukilteo School District,643,17.3,840,4,37,0.6809999999999999,0.23800000000000002,0.325,0.047,0.428,0.09300000000000001,0.002,0.011000000000000001,0.095,0.3161774995110912
845,Davis Elementary,"PK, KG-5",College Place School District,692,17.9,792,53,39,0.655,0.23800000000000002,0.48100000000000004,0.013000000000000001,0.46399999999999997,0.01,0.003,0.003,0.026000000000000002,0.31619186573151514
846,Mission View Elementary School,K-5,Wenatchee School District,541,15.4,920,74,35,0.78,0.23800000000000002,0.27,0,0.7190000000000001,0.006,0.002,0,0.004,0.19103667279992684
847,Adelaide Elementary School,"PK, KG-5",Federal Way School District,398,15.4,886,39,26,0.6809999999999999,0.237,0.271,0.08800000000000001,0.324,0.068,0.003,0.08800000000000001,0.158,0.27991668124566765
848,Robert Gray Elementary,"PK, KG-6",Aberdeen School District,345,16.9,592,256,20,0.687,0.23600000000000002,0.48100000000000004,0.003,0.409,0.006,0.023,0.003,0.075,0.2946569798969176
849,Harney Elementary School,K-5,Vancouver Public Schools,684,17.9,765,84,38,0.5720000000000001,0.235,0.439,0.018000000000000002,0.42700000000000005,0.012,0.013000000000000001,0.026000000000000002,0.066,0.35386068797665904
850,Lincoln Elementary,K-5,Ellensburg School District,517,18.6,772,78,28,0.402,0.233,0.75,0.004,0.205,0.025,0.01,0.004,0.002,0.5928690815370732
851,Birchwood Elementary School,"PK, KG-5",Bellingham School District,331,14.7,719,132,22,0.6890000000000001,0.233,0.43799999999999994,0.015,0.408,0.036000000000000004,0.009000000000000001,0.021,0.073,0.30308575910118324
852,Renton Park Elementary School,K-5,Renton School District,467,16.2,828,24,29,0.589,0.233,0.302,0.195,0.23800000000000002,0.124,0.004,0.03,0.107,0.3911886023497156
853,Christensen Elementary,"PK, KG-5",Franklin Pierce School District,461,18.8,982,129,25,0.831,0.23199999999999998,0.247,0.163,0.295,0.040999999999999995,0.004,0.10800000000000001,0.141,0.18430793527858555
854,Barbara McClintock STEM Elementary,"PK, KG-6",Pasco School District,736,19.3,NA,(n/a),38,0.488,0.22899999999999998,0.45799999999999996,0.004,0.493,0.011000000000000001,0,0,0.034,0.41356092679761314
855,Bay View Elementary,K-8,Burlington-Edison School District,534,18.4,760,95,29,0.34600000000000003,0.22899999999999998,0.6609999999999999,0.006,0.266,0.022000000000000002,0.006999999999999999,0.002,0.036000000000000004,0.5944839567529475
856,Scenic Hill Elementary School,"PK, KG-6",Kent School District,607,18,1002,146,34,0.631,0.228,0.17300000000000001,0.185,0.43200000000000005,0.077,0.002,0.036000000000000004,0.096,0.28417721781974287
857,Adams Elementary,"PK, KG-5",Central Valley School District,516,17,722,135,30,0.469,0.228,0.777,0.016,0.107,0.037000000000000005,0.016,0.008,0.040999999999999995,0.56929418333428
858,Morgen Owings Elementary School,K-5,Lake Chelan School District,624,15.7,NA,(n/a),40,0.675,0.223,0.396,0.002,0.591,0.006,0,0,0.005,0.27518604100921645
859,Lincoln Elementary School,K-5,Vancouver Public Schools,404,15.8,826,33,26,0.557,0.223,0.629,0.03,0.228,0.02,0.006999999999999999,0.005,0.08199999999999999,0.4389307006468009
860,Madison Elementary,K-5,Mount Vernon School District,521,16.7,871,11,31,0.633,0.22,0.261,0.015,0.71,0.002,0,0.002,0.01,0.25487312418524155
861,Burton Elementary School,K-5,Evergreen School District (Clark),430,13.6,853,8,31,0.6579999999999999,0.22,0.5720000000000001,0.016,0.3,0.023,0.005,0.023,0.06,0.3556268966010193
862,Lynden Academy,K-12,Lynden School District,256,32.7,895,33,8,0.047,0.22,0.965,0,0.02,0.008,0,0,0.008,0.8320832845221244
863,Fairmount Elementary,K-5,Mukilteo School District,634,17.7,750,113,36,0.6609999999999999,0.21899999999999997,0.336,0.099,0.309,0.155,0,0.008,0.09300000000000001,0.38408963362000204
864,Mary M. Knight School,"PK, KG-12",Mary M. Knight School District,157,11.2,NA,(n/a),14,0.701,0.218,0.879,0.006,0.038,0,0.025,0,0.051,0.41753413665783295
865,Rainier View Elementary School,"PK, KG-5",Federal Way School District,524,16.3,924,59,32,0.721,0.217,0.263,0.223,0.256,0.061,0,0.04,0.156,0.2513864084248005
866,Pine Tree Elementary School,"PK, KG-6",Kent School District,424,16.1,905,39,26,0.6859999999999999,0.217,0.257,0.182,0.243,0.156,0.002,0.05,0.111,0.34175789804843354
867,Washington Connections Academy,K-10,Mary M. Knight School District,370,NA,NA,(n/a),NA,0.284,0.217,0.649,0.078,0.14300000000000002,0.016,0.008,0,0.105,0.6249345450265157
868,Armin Jahr Elementary,K-5,Bremerton School District,428,13.7,885,17,31,0.75,0.21600000000000003,0.41600000000000004,0.07,0.259,0.042,0.006999999999999999,0.026000000000000002,0.18,0.2671351019025616
869,Burnt Bridge Creek Elementary School,"PK, KG-5",Evergreen School District (Clark),470,16.1,616,253,29,0.496,0.21600000000000003,0.63,0.021,0.17,0.034,0.006,0.023,0.115,0.4932630226111397
870,Boze,"PK, KG-5",Tacoma Public Schools,390,14.4,947,77,27,0.769,0.21600000000000003,0.146,0.172,0.35100000000000003,0.195,0.015,0.051,0.069,0.28815390821282766
871,Monte Cristo Elementary,3-6,Granite Falls School District,430,18.4,808,63,23,0.5,0.215,0.816,0.026000000000000002,0.091,0.005,0.021,0,0.042,0.5339038774403894
872,Ridgeview Elementary,K-5,Yakima School District,643,16.4,946,74,39,0.813,0.213,0.151,0.009000000000000001,0.816,0.002,0.005,0,0.017,0.15097739203407043
873,Silver Lake Elementary School - Federal Way,"PK, KG-5",Federal Way School District,465,17.3,819,54,27,0.682,0.213,0.18100000000000002,0.209,0.325,0.069,0,0.095,0.12300000000000001,0.25358290405702477
874,Hiawatha Elementary School,K-5,Othello School District,552,18.9,962,88,29,0.888,0.21100000000000002,0.10099999999999999,0,0.895,0,0,0,0.004,0.11782680854875072
875,Sheridan,"PK, KG-5",Tacoma Public Schools,569,17.7,931,56,32,0.816,0.209,0.153,0.135,0.431,0.127,0.021,0.032,0.102,0.218958968751154
876,Pioneer Elementary School,"PK, KG-5",Sunnyside School District,744,17.7,838,38,42,0.836,0.205,0.071,0,0.915,0.001,0,0,0.012,0.12857161613192317
877,Alderwood Elementary School,"PK, KG-5",Bellingham School District,236,12.3,NA,(n/a),19,0.843,0.203,0.43200000000000005,0.013000000000000001,0.428,0.081,0.008,0,0.038,0.25091069279503087
878,Green Park Elementary School,K-5,Walla Walla School District,433,15,870,8,29,0.644,0.2,0.547,0.006999999999999999,0.397,0.005,0.002,0,0.042,0.34065099011060396
879,Lincoln Heights Elementary,"PK, KG-6",Spokane Public Schools,499,15.1,728,151,33,0.599,0.2,0.695,0.036000000000000004,0.1,0.027999999999999997,0.01,0.004,0.126,0.4426339582435157
880,Dallesport Elementary,K-5,Lyle School District,112,18.6,700,180,6,0.7140000000000001,0.2,0.696,0,0.11599999999999999,0,0.11599999999999999,0,0.071,0.34432656279891183
881,Wallace Elementary,K-5,Kelso School District,375,14.3,930,49,26,0.851,0.2,0.568,0.013000000000000001,0.312,0.008,0.005,0.043,0.051,0.2351852576504408
882,Carson Elementary,3-6,Stevenson-Carson School District,282,19.7,863,19,14,0.536,0.19899999999999998,0.762,0.004,0.152,0.004,0.021,0.004,0.053,0.4882679047590748
883,Olivia Park Elementary,K-5,Mukilteo School District,659,16.8,890,7,39,0.659,0.19899999999999998,0.307,0.07400000000000001,0.41100000000000003,0.10300000000000001,0.002,0.011000000000000001,0.09300000000000001,0.3313642447160817
884,Kent Elementary School,"PK, KG-6",Kent School District,735,16.8,911,27,44,0.657,0.198,0.136,0.08,0.527,0.076,0.001,0.10300000000000001,0.076,0.258489116803746
885,Kettle Falls Elementary School,K-4,Kettle Falls School District,292,17.1,984,99,17,0.627,0.198,0.873,0.006999999999999999,0.055,0.003,0.017,0,0.045,0.46750932487003866
886,Olympic Elementary School,K-5,Longview Public Schools,396,15.8,850,36,25,0.8079999999999999,0.196,0.588,0.027999999999999997,0.27,0.018000000000000002,0.023,0.008,0.066,0.2698025289463641
887,Lake Dolloff Elementary School,"PK, KG-5",Federal Way School District,468,19.3,975,88,24,0.675,0.195,0.244,0.16899999999999998,0.222,0.122,0.006,0.047,0.19,0.3163841687378513
888,Trent School,"PK, KG-6",East Valley School District (Spokane),483,15.3,934,46,31,0.8340000000000001,0.195,0.619,0.028999999999999998,0.172,0.006,0.013999999999999999,0.027000000000000003,0.133,0.25661910514753156
889,HomeWorks,K-12,Cheney School District,76,37.8,NA,(n/a),2,0.105,0.195,0.9209999999999999,0,0.079,0,0,0,0,0.7936906394028809
890,Licton Springs K-8,"PK, KG-8",Seattle School District,130,8,941,51,16,0.569,0.193,0.369,0.077,0.185,0.038,0.138,0.008,0.185,0.35348421452435236
891,Basin City Elementary,K-6,North Franklin School District,424,14.6,1001,110,29,0.873,0.191,0.191,0,0.795,0.002,0,0,0.012,0.13830680609444967
892,College Place Elementary,K-6,Edmonds School District,489,16.2,640,252,30,0.726,0.191,0.256,0.135,0.41700000000000004,0.08199999999999999,0.008,0.008,0.094,0.2615334814621203
893,Knolls Vista Elementary,K-5,Moses Lake School District,450,18.7,926,33,24,0.762,0.18899999999999997,0.40700000000000003,0.022000000000000002,0.522,0.016,0.002,0.002,0.028999999999999998,0.24029176515368966
894,Manson Elementary,K-5,Manson School District,318,14.2,976,82,22,0.745,0.18899999999999997,0.305,0.003,0.6759999999999999,0,0.016,0,0,0.21120714981968985
895,Marrion Elementary School,"PK, KG-5",Evergreen School District (Clark),546,15.6,884,11,35,0.698,0.188,0.469,0.015,0.397,0.009000000000000001,0.002,0.015,0.09300000000000001,0.2870493193485153
896,Bow Lake Elementary,"PK, KG-6",Highline School District,721,18.4,897,1,39,0.816,0.187,0.111,0.25,0.36200000000000004,0.14400000000000002,0.001,0.069,0.062,0.21883660349451628
897,Garfield Elementary School,K-5,Yakima School District,524,18.2,945,48,29,0.9329999999999999,0.18600000000000003,0.052000000000000005,0.008,0.927,0,0.002,0.004,0.008,0.09893370640330619
898,Martin Luther King Elementary,K-5,Vancouver Public Schools,492,17.2,836,62,29,0.848,0.185,0.305,0.037000000000000005,0.49200000000000005,0.018000000000000002,0.004,0.051,0.09300000000000001,0.1778756920735296
899,Maple Grove K-8,"PK, KG-8",Battle Ground School District,486,12.9,877,22,37,0.486,0.184,0.8170000000000001,0.004,0.099,0.021,0.002,0.006,0.051,0.5582925792906573
900,Audubon Elementary,"PK, KG-6",Spokane Public Schools,399,12.9,956,56,31,0.8220000000000001,0.184,0.664,0.023,0.14300000000000002,0.027999999999999997,0.02,0,0.12300000000000001,0.2927226670097999
901,Midway Elementary,"PK, KG-6",Highline School District,715,20.8,971,70,34,0.764,0.184,0.098,0.152,0.53,0.076,0.006,0.07,0.069,0.19759256465487846
902,North Elementary,K-5,Moses Lake School District,283,16.3,1012,110,17,0.929,0.182,0.322,0.006999999999999999,0.629,0,0,0,0.042,0.14292426383431042
903,Barnes Elementary,K-5,Kelso School District,359,15,648,255,24,0.813,0.182,0.727,0.006,0.212,0.003,0.011000000000000001,0.008,0.033,0.29841307676934675
904,Stevenson Elementary,"PK, KG-5",Bellevue School District,576,16.6,755,149,35,0.42200000000000004,0.182,0.085,0.026000000000000002,0.28300000000000003,0.5710000000000001,0,0.006999999999999999,0.027999999999999997,0.7907975431390319
905,Sheridan Elementary,"PK, KG-6",Spokane Public Schools,467,14,900,5,33,0.833,0.18100000000000002,0.593,0.045,0.11599999999999999,0.084,0.019,0.006,0.13699999999999998,0.30728306474505884
906,Mark Twain Elementary,"PK, KG-6",Pasco School District,781,18.9,935,29,41,0.703,0.18100000000000002,0.3,0.013999999999999999,0.643,0.001,0.001,0.001,0.04,0.23013000202367737
907,Springdale Elementary,"PK, KG-6",Mary Walker School District,204,16.2,NA,(n/a),13,0.858,0.18100000000000002,0.667,0,0.08800000000000001,0,0.13699999999999998,0,0.10800000000000001,0.25379858173195186
908,Grant Elementary,"PK, KG-6",Spokane Public Schools,372,12.4,1023,115,30,0.9009999999999999,0.179,0.446,0.156,0.124,0.019,0.011000000000000001,0.019,0.226,0.1887228919181242
909,Meadow Ridge Elementary School,"PK, KG-6",Kent School District,530,15.4,830,79,34,0.726,0.17800000000000002,0.285,0.14300000000000002,0.209,0.27399999999999997,0.006,0.017,0.066,0.42868563837038626
910,Curlew Elementary & High School,K-12,Curlew School District,181,13.3,664,246,14,0.608,0.177,0.8290000000000001,0.027999999999999997,0.061,0,0.027999999999999997,0,0.055,0.46108254688017913
911,Linwood Elementary,"PK, KG-6",Spokane Public Schools,516,15.9,825,86,32,0.7170000000000001,0.17600000000000002,0.61,0.021,0.107,0.002,0.004,0.048,0.207,0.315505671869212
912,Hood Canal Elementary & Junior High,"PK, KG-8",Hood Canal School District,326,13.5,1022,110,24,0.828,0.17300000000000001,0.46,0,0.12,0.003,0.27,0,0.147,0.21448450444728745
913,Sifton Elementary School,K-5,Evergreen School District (Clark),481,15,756,157,32,0.613,0.17300000000000001,0.601,0.008,0.27,0.031,0.002,0.015,0.073,0.40152113589054983
914,Broadway Elementary,"PK, KG-5",Central Valley School District,492,16.1,736,178,30,0.701,0.17300000000000001,0.675,0.040999999999999995,0.154,0.006,0.018000000000000002,0.049,0.057,0.3501525023347613
915,George T. Daniel Elementary School,"PK, KG-6",Kent School District,535,16.4,992,77,33,0.675,0.17300000000000001,0.222,0.198,0.284,0.172,0.004,0.022000000000000002,0.09699999999999999,0.34990134261681155
916,Whitstran Elementary,K-5,Prosser School District,293,18.9,902,14,15,0.84,0.17300000000000001,0.249,0,0.741,0.006999999999999999,0,0,0.003,0.16327749391265145
917,Whitman,"PK, KG-5",Tacoma Public Schools,420,16.1,875,42,26,0.7909999999999999,0.172,0.298,0.174,0.18100000000000002,0.11,0.012,0.055,0.171,0.25962536327576285
918,Orchards Elementary School,"PK, KG-5",Evergreen School District (Clark),545,12.8,922,4,42,0.723,0.172,0.545,0.017,0.29,0.027999999999999997,0.006999999999999999,0.024,0.09,0.3115187257065129
919,Mcclure Elementary School Yakima,"PK, KG-5",Yakima School District,606,18.5,967,48,33,0.736,0.171,0.221,0.01,0.733,0.003,0.003,0,0.03,0.1964166610203056
920,Bemiss Elementary,"PK, KG-6",Spokane Public Schools,538,12.8,896,24,42,0.872,0.16899999999999998,0.552,0.046,0.16899999999999998,0.006,0.048,0.027999999999999997,0.151,0.21964793799659219
921,Outlook Elementary School,"PK, KG-5",Sunnyside School District,604,18.2,1017,96,33,0.851,0.168,0.05,0,0.9420000000000001,0,0.002,0,0.006999999999999999,0.12029021755919421
922,Lutacaga Elementary,K-5,Othello School District,590,20.3,1009,87,29,0.8190000000000001,0.16699999999999998,0.053,0.002,0.941,0.002,0,0,0.003,0.13113242744804582
923,Westgate Elementary School,"PK, KG-5",Kennewick School District,503,15.2,1015,92,33,0,0.16699999999999998,0.44299999999999995,0.085,0.34600000000000003,0.09300000000000001,0.002,0.006,0.024,0.7779925890285586
924,Chief Kamiakin Elementary School,"PK, KG-5",Sunnyside School District,744,16.9,991,67,44,0.91,0.16699999999999998,0.07,0.001,0.919,0,0,0,0.009000000000000001,0.10720692601208148
925,Scootney Springs Elementary,K-5,Othello School District,554,18.5,742,183,30,0.805,0.166,0.134,0.002,0.856,0.004,0,0,0.005,0.15141870010229705
926,Lakewood Elementary School,"PK, KG-5",Lakewood School District,413,20.7,831,95,20,0.496,0.165,0.6629999999999999,0.024,0.172,0.006999999999999999,0.005,0.028999999999999998,0.099,0.4808519685302881
927,Gilbert Elementary School,K-5,Yakima School District,586,16.5,932,5,36,0.6859999999999999,0.16399999999999998,0.297,0.01,0.623,0.005,0.027000000000000003,0,0.038,0.24026086342050837
928,Roosevelt Elementary School,K-5,Vancouver Public Schools,640,14.4,959,31,44,0.8340000000000001,0.16399999999999998,0.294,0.02,0.506,0.033,0.003,0.073,0.07,0.1893606818968724
929,Barge-Lincoln Elementary School,"PK, KG-5",Yakima School District,620,17,855,74,36,0.9259999999999999,0.163,0.039,0.006,0.929,0.002,0.008,0,0.016,0.09953764075934467
930,Cedarhurst Elementary,"PK, KG-6",Highline School District,635,18.4,933,3,34,0.7509999999999999,0.162,0.17,0.08800000000000001,0.46,0.17600000000000002,0.005,0.038,0.063,0.2912497910841037
931,Liberty Elementary,"PK, KG-5",Marysville School District,480,16.2,888,43,30,0.763,0.162,0.413,0.013000000000000001,0.38799999999999996,0.044000000000000004,0.065,0.013000000000000001,0.067,0.26083514956626586
932,Honey Dew Elementary,K-5,Renton School District,537,16.8,708,224,32,0.667,0.161,0.222,0.073,0.49,0.166,0,0.002,0.048,0.349812005314583
933,Winlock Miller Elementary,"PK, KG-5",Winlock School District,318,16.4,948,15,19,0.83,0.16,0.654,0,0.28300000000000003,0.003,0.003,0,0.057,0.26677553807349486
934,Bailey Gatzert Elementary School,"PK, KG-5",Seattle School District,315,11.4,857,77,27,0.778,0.158,0.057,0.524,0.203,0.121,0,0,0.095,0.20825385862697193
935,Inchelium Elementary School,K-5,Inchelium School District,109,11.4,944,9,9,0.8170000000000001,0.157,0.046,0,0.027999999999999997,0,0.7609999999999999,0,0.165,0.12971555351612962
936,Horizon Elementary,K-5,Mukilteo School District,699,15.7,906,30,44,0.785,0.156,0.20600000000000002,0.054000000000000006,0.574,0.019,0.001,0.009000000000000001,0.13699999999999998,0.1816114814150405
937,Belfair Elementary,K-5,North Mason School District,492,15.7,876,61,31,0.561,0.155,0.63,0,0.256,0.012,0.012,0,0.08900000000000001,0.42939783176228474
938,Lidgerwood Elementary,"PK, KG-6",Spokane Public Schools,442,16,929,9,27,0.862,0.155,0.55,0.027000000000000003,0.131,0.028999999999999998,0.016,0.048,0.19899999999999998,0.23886657993099697
939,Panther Lake Elementary School,"PK, KG-5",Federal Way School District,474,17.1,918,21,28,0.762,0.154,0.179,0.188,0.266,0.10800000000000001,0.006,0.11199999999999999,0.141,0.2393916223515686
940,Crestline Elementary School,"PK, KG-5",Evergreen School District (Clark),544,14.7,868,72,37,0.7020000000000001,0.154,0.428,0.028999999999999998,0.40299999999999997,0.02,0.002,0.026000000000000002,0.092,0.28051388345205763
941,Concord International School,"PK, KG-5",Seattle School District,358,13.5,1021,80,26,0.774,0.153,0.12,0.095,0.642,0.075,0.006,0.011000000000000001,0.05,0.1979664438345599
942,Monument Elementary,4-6,Quincy School District,618,17.6,953,11,35,0.892,0.153,0.084,0.002,0.9129999999999999,0,0,0,0.002,0.11408731506924678
943,East Hill Elementary School,"PK, KG-6",Kent School District,552,17,907,36,32,0.63,0.152,0.14300000000000002,0.225,0.272,0.212,0,0.04,0.109,0.38480833769316497
944,Lister,"PK, KG-5",Tacoma Public Schools,486,17.1,973,29,28,0.885,0.152,0.18100000000000002,0.17300000000000001,0.23,0.12300000000000001,0.023,0.049,0.22,0.19287265803193823
945,Highlands Elementary School,K-5,Renton School District,572,17.3,921,24,33,0.696,0.151,0.15,0.098,0.49,0.17800000000000002,0.003,0.005,0.075,0.3180172050890342
